OBJECTID,INDEX,ACCNUM,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,x,y
581,80566416,,11/6/2016 4:00:00 AM,1155,BLOOR ST W,GRENVIEW BLVD N,,Major Arterial,Etobicoke York,43.648158,-79.507747,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,70,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Other,,,,Yes,,Yes,,,,,,,Yes,,,,16,Stonegate-Queensway,16,Stonegate-Queensway (16),D22,620345.74186864,4833876.6239543
582,80566422,,11/10/2016 5:00:00 AM,1732,BRIMLEY RD,GAGE AVE,,Major Arterial,Scarborough,43.750491,-79.254108,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,71,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,157,Bendale South,127,Bendale (127),D41,640561.861991521,4845641.25229205
583,80566635,,11/14/2016 5:00:00 AM,814,ARAGON AVE,SHEPPARD AVE E,,Major Arterial,Scarborough,43.77949,-79.304355,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,72,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),D42,636450.477008014,4848777.99414899
584,80566636,,11/24/2016 5:00:00 AM,2010,300 GEORGE ST,,,Local,Toronto and East York,43.657778,-79.373676,At/Near Private Drive,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,73,Unknown,,,,,Pedestrian hit at private driveway,Other,Unknown,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,631137.335760417,4835148.20856767
585,80566642,,11/28/2016 5:00:00 AM,2153,BLOOR ST E,PARLIAMENT ST,,Major Arterial,Toronto and East York,43.671935,-79.370654,At Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,SMV Other,Passenger,25 to 29,Fatal,74,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),D51,631350.13507467,4836725.31389214
586,80566657,,12/1/2016 5:00:00 AM,1335,COSBURN AVE,CEDARVALE AVE,,Collector,Toronto and East York,43.696753,-79.315616,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,75,North,,,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,Yes,,,,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),D55,635731.103334939,4839570.32187499
587,80566649,,12/6/2016 5:00:00 AM,712,BATHURST ST,REINER RD,,Major Arterial,North York,43.752669,-79.437747,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,76,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,38,Lansing-Westgate,38,Lansing-Westgate (38),D32,625772.370108493,4845587.91045742
588,80566658,,12/13/2016 5:00:00 AM,1440,MIDLAND AVE,KILCULLEN CASTLE GT,,Major Arterial,Scarborough,43.81116,-79.290668,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,77,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,129,Agincourt North (129),D42,637479.249841039,4852318.10292919
589,80609323,,1/3/2017 5:00:00 AM,717,LOWER SHERBOURNE ST,THE ESPLANADE,,Minor Arterial,Toronto and East York,43.648974,-79.367259,At Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,1,West,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,166,St Lawrence-East Bayfront-The Islands,77,Waterfront Communities-The Island (77),D51,631674.010629787,4834180.57016685
590,80609326,,1/8/2017 5:00:00 AM,1829,ELLESMERE RD,MONDEO DR,,Major Arterial,Scarborough,43.764189,-79.287677,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,2,North,,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,126,Dorset Park,126,Dorset Park (126),D41,637827.734283553,4847106.20491097
591,80609330,,1/21/2017 5:00:00 AM,40,BROWNS LINE,LAKESHORE W BROWNS LI RAMP,20 m North,Major Arterial,Etobicoke York,43.592673,-79.542079,Non Intersection,No Control,"Fog, Mist, Smoke, Dust","Dark, artificial",Wet,Fatal,SMV Other,Driver,20 to 24,Fatal,3,South,Delivery Van,Going Ahead,Lost control,Had Been Drinking,,,,,,,,,Yes,,,,,,Yes,Yes,,,,19,Long Branch,19,Long Branch (19),D22,617685.144046409,4827665.1274491
592,80631859,,1/25/2017 5:00:00 AM,1440,FINCH AVE W,WESTON RD,,Major Arterial,Etobicoke York,43.752017,-79.542331,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Angle,Driver,85 to 89,Fatal,6,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Medical or Physical Disability,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,,Yes,22,Humbermede,22,Humbermede (22),D31,617353.831063025,4845362.01072872
593,80609331,,1/29/2017 5:00:00 AM,110,F G GARDINER XY  E,SPADINA AVE,350 m West,Major Arterial,Toronto and East York,43.637957,-79.395633,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,4,West,,,,,Pedestrian hit at mid-block,Walking on Roadway Against Traffic,Other,,,,Yes,,Yes,,,,,,,,,,,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),D14,629409.390009564,4832912.35957336
594,80681699,,1/29/2017 5:00:00 AM,345,F G GARDINER XY  W,SOUTH KINGSWAY RAMP,55 m West of,Major Arterial,Toronto and East York,43.633498,-79.472667,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Rear End,Driver,20 to 24,Fatal,9,West,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",,,,,,,,,Yes,,,,,,Yes,Yes,,Yes,,85,South Parkdale,85,South Parkdale (85),D11,623204.82478956,4832299.91293675
595,80609336,,2/2/2017 5:00:00 AM,219,BRIMLEY RD,ELGAR AVE,,Major Arterial,Scarborough,43.741065,-79.250186,At Intersection,Stop Sign,Clear,Dark,Wet,Fatal,Turning Movement,Driver,25 to 29,Fatal,5,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,,,,,,Yes,Yes,,,,138,Eglinton East,138,Eglinton East (138),D43,640899.740660788,4844601.01525111
596,80632485,,2/18/2017 5:00:00 AM,29,KIPLING AVE,NEW TORONTO ST,112 m North,Major Arterial,Etobicoke York,43.604773,-79.519672,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,7,South,Pick Up Truck,Going Ahead,Failed to Yield Right of Way,Had Been Drinking,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,619469.931108752,4829040.9613302
597,80657505,,2/23/2017 5:00:00 AM,1022,ADELAIDE ST W,BAY ST,,Major Arterial,Toronto and East York,43.649821,-79.380771,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,8,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),D52,630582.474832456,4834253.28968729
598,80681738,,3/4/2017 5:00:00 AM,1001,SHEPPARD AVE W,MAGELLAN DR,,Major Arterial,Etobicoke York,43.7396,-79.509639,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,11,North,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,620010.624154241,4844029.75795256
599,80681743,,3/4/2017 5:00:00 AM,1249,REXDALE BLVD,RAMP TO ENTRANCE RD,6.5 m West o,Major Arterial,Etobicoke York,43.720431,-79.61201,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,14,South,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,611802.850152416,4841757.58331942
600,80681701,,3/7/2017 5:00:00 AM,1538,BLOOR ST W,KENNEDY PARK RD,8.6 m East o,Major Arterial,Toronto and East York,43.652056,-79.471744,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Approaching,Passenger,35 to 39,Fatal,10,,"Automobile, Station Wagon",,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,623241.329560218,4834362.38567242
601,80681705,,3/18/2017 4:00:00 AM,1932,JARVIS ST,EARL PL,30 m South o,Major Arterial,Toronto and East York,43.667636,-79.378894,Intersection Related,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,12,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,74,North St.James Town,74,North St.James Town (74),D51,630695.188985293,4836234.83721079
602,80681740,,3/19/2017 4:00:00 AM,255,106 YORK MILLS RD,,,Major Arterial,North York,43.745097,-79.397746,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,SMV Other,Driver,45 to 49,Fatal,13,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,,,,,,Yes,Yes,,,,41,Bridle Path-Sunnybrook-York Mills,41,Bridle Path-Sunnybrook-York Mills (41),D32,629009.028771919,4844808.44431031
603,80741710,,4/6/2017 4:00:00 AM,1403,CLIFFSIDE DR,FOLCROFT AVE,10 m North o,Local,Scarborough,43.701213,-79.251239,Intersection Related,No Control,Rain,Daylight,Wet,Fatal,Other,Passenger,55 to 59,Fatal,15,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,640908.3479698,4840173.07328408
604,80741712,,4/11/2017 4:00:00 AM,1056,WILSON AVE,DUFFERIN ST,10 m west,Major Arterial,North York,43.73202,-79.458873,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,16,East,,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,33,Clanton Park,33,Clanton Park (33),D32,624114.225136454,4843262.67654487
605,80741716,,4/13/2017 4:00:00 AM,144,CUMMER AVE,SNOWCREST AVE,150 m East,Collector,North York,43.795336,-79.380786,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,25 to 29,Fatal,17,East,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,,,Yes,Yes,Yes,,,,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),D33,630265.500820333,4850414.80431754
606,80741714,,4/14/2017 4:00:00 AM,1805,SPADINA AVE,SULLIVAN ST,50 m North,Major Arterial,Toronto and East York,43.651316,-79.397403,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,18,East,,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,"Crossing, no Traffic Control",Had Been Drinking,,,,Yes,,,,,Yes,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,629237.969163999,4834393.29172098
607,80741749,,4/21/2017 4:00:00 AM,1530,HALFMOON SQ,CANMORE BLVD,north of,Collector,Scarborough,43.793753,-79.17908,Intersection Related,No Control,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,19,East,,,,,Vehicle hits the pedestrian walking or running out from between parked vehicles at mid-block,Running onto Roadway,Inattentive,,,,Yes,,Yes,,,,,,,,,,,134,Highland Creek,134,Highland Creek (134),D43,646496.771153709,4850576.24424767
608,80741751,,4/26/2017 4:00:00 AM,1857,LESLIE ST,CORNING RD,,Major Arterial,North York,43.781909,-79.366107,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Angle,Motorcycle Driver,30 to 34,Fatal,20,South,Motorcycle,Going Ahead,Driving Properly,Unknown,,,,,,,,,Yes,Yes,,,,,,Yes,,,,47,Don Valley Village,47,Don Valley Village (47),D33,631475.87144229,4848946.73454226
609,80741774,,5/5/2017 4:00:00 AM,2359,MORNINGSIDE AVE,SEWELLS RD,north of,Minor Arterial,Scarborough,43.816607,-79.211665,Non Intersection,No Control,Clear,"Dark, artificial",,Fatal,Approaching,Driver,70 to 74,Fatal,21,South,Passenger Van,,,,,,,,,,,,Yes,,,,,Yes,,,,,,146,Malvern East,132,Malvern (132),D42,643820.349460534,4853057.39078569
610,80741775,,5/8/2017 4:00:00 AM,1815,WILSON AVE,WILSON HEIGHTS BLVD,,Major Arterial,North York,43.734515,-79.447238,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,25 to 29,Fatal,22,North,Motorcycle,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,Yes,,,,,,Yes,,,,33,Clanton Park,33,Clanton Park (33),D32,625046.06194968,4843557.27551771
611,80741778,,5/16/2017 4:00:00 AM,1135,95 ELLESMERE RD,,,Major Arterial,Scarborough,43.758727,-79.311122,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,80 to 84,Fatal,23,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,,,,,,,,,Yes,,,,,,,,,,Yes,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,635952.958183183,4846460.81147501
612,80741779,,5/24/2017 4:00:00 AM,1815,1395 LAKE SHORE BLVD W,,,Major Arterial,Toronto and East York,43.635432,-79.441371,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,5 to 9,Fatal,24,West,Bicycle,Going Ahead,,,,,,Insufficient information (to determine cyclist crash type).,Lost control,Normal,,Yes,,,,,,,,,,,,85,South Parkdale,85,South Parkdale (85),D14,625725.359168081,4832561.63332751
613,80756919,,5/31/2017 4:00:00 AM,950,BAYVIEW AVE,BURLEIGH HEIGHTS DR,,Major Arterial,North York,43.779303,-79.390872,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,15 to 19,Fatal,25,West,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,52,Bayview Village,52,Bayview Village (52),D33,629488.691938913,4848618.26511647
614,80756966,,6/3/2017 4:00:00 AM,1134,RIDGEMOOR AVE,KINGSTON RD,,Major Arterial,Scarborough,43.706267,-79.251254,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,26,Unknown,,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,122,Birchcliffe-Cliffside,122,Birchcliffe-Cliffside (122),D41,640895.298454784,4840734.36736847
615,80756969,,6/13/2017 4:00:00 AM,1606,5085 SHEPPARD AVE E,,,Major Arterial,Scarborough,43.793505,-79.24007,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,0 to 4,Fatal,27,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),D42,641590.52716194,4850442.54920165
616,80757123,,6/30/2017 4:00:00 AM,1304,847 JANE ST,,,Collector,Etobicoke York,43.676146,-79.494518,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,70 to 74,Fatal,28,West,Bicycle,Going Ahead,,,,,,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,,Yes,Yes,,,,,,,,,,,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),D12,621356.227956327,4837004.32495734
617,80757124,,7/8/2017 4:00:00 AM,2007,BAYVIEW AVE,BLOOR W BAYVIEW N RAMP,240 m North ,Major Arterial,Toronto and East York,43.680995,-79.36806,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,35 to 39,Fatal,29,North,Motorcycle,Going Ahead,Driving Properly,Normal,,,,,,,,,Yes,Yes,,,,,,,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,631539.455480217,4837735.66108976
618,80757181,,7/18/2017 4:00:00 AM,1054,EGLINTON AVE E,MIDLAND AVE,150 m West o,Major Arterial,Scarborough,43.734023,-79.260021,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,30,Unknown,,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Normal,,,,Yes,,,,,Yes,,,,,,,,124,Kennedy Park,124,Kennedy Park (124),D41,640124.216473621,4843802.21505962
619,80757191,,7/18/2017 4:00:00 AM,1504,BLOOR ST W,JANE ST,,Major Arterial,Toronto and East York,43.64926,-79.484439,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Motorcycle Driver,70 to 74,Fatal,31,East,Motorcycle,Going Ahead,Driving Properly,Unknown,,,,,,,,,,Yes,Yes,,,,,,,,,87,High Park-Swansea,87,High Park-Swansea (87),D11,622223.243768317,4834033.07856054
620,80757199,,7/22/2017 4:00:00 AM,2305,SCARBOROUGH GOLF CLUB RD,LAWRENCE AVE E,95 m South o,Minor Arterial,Scarborough,43.760802,-79.215762,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,32,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,Yes,,,,,,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),D43,643624.467015976,4846852.23732071
621,80757204,,7/31/2017 4:00:00 AM,713,SHERBOURNE ST,DUNDAS ST E,,Major Arterial,Toronto and East York,43.658221,-79.37099,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,33,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,,Yes,Yes,,,,73,Moss Park,73,Moss Park (73),D51,631352.955579804,4835201.65832779
622,80780910,,8/10/2017 4:00:00 AM,1810,SHEPPARD AVE E,WATER TOWER GT,30  m East o,Major Arterial,Scarborough,43.803004,-79.194843,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Rear End,Driver,50 to 54,Fatal,34,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,,,,,,,,,Yes,,,Yes,,,,,,,,144,Morningside Heights,131,Rouge (131),D42,645206.177017101,4851575.93642492
623,80757205,,8/15/2017 4:00:00 AM,407,DUNDAS ST E,SHERBOURNE ST,38 m East of,Major Arterial,Toronto and East York,43.658351,-79.370532,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,35,Unknown,,,,,Pedestrian hit at mid-block,Other,Medical or Physical Disability,,,,Yes,,Yes,,,,,,,,,,,73,Moss Park,73,Moss Park (73),D51,631389.602621415,4835216.82172219
624,80780915,,8/24/2017 4:00:00 AM,2325,VICTORIA PARK AVE,CLINTWOOD GT,,Major Arterial,North York,43.748763,-79.312076,At Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,36,Unknown,"Automobile, Station Wagon",,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,635898.713980053,4845352.59271609
625,80781642,,8/25/2017 4:00:00 AM,1130,DUNDAS ST W,GLADSTONE AVE,60 m East of,Minor Arterial,Toronto and East York,43.649501,-79.428958,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,39,North,,,,,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,,,84,Little Portugal,84,Little Portugal (84),D14,626697.075221297,4834143.05240435
626,80781222,,8/26/2017 4:00:00 AM,1055,3738 ST CLAIR AVE E,,,Minor Arterial,Scarborough,43.720442,-79.243045,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,37,East,"Automobile, Station Wagon",Going Ahead,Lost control,"Ability Impaired, Drugs",,,,,,,,,Yes,,,,,,Yes,Yes,,,,123,Cliffcrest,123,Cliffcrest (123),D41,641523.328274918,4842322.69373174
627,80781221,,8/27/2017 4:00:00 AM,2054,6065 STEELES AVE E,,,Major Arterial,Scarborough,43.83705,-79.249019,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,38,North,,,,,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,,,,Yes,,Yes,,,,,,,Yes,,,,144,Morningside Heights,131,Rouge (131),D42,640768.190316537,4855263.66463133
628,80781641,,9/5/2017 4:00:00 AM,1832,CODSELL AVE,MAXWELL ST,,Local,North York,43.756312,-79.446689,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,40,South,,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown,,,,Yes,,Yes,,,,,,,Yes,,,,34,Bathurst Manor,34,Bathurst Manor (34),D32,625044.88210849,4845978.9806792
629,80782623,,9/15/2017 4:00:00 AM,652,STEELES AVE W,HIGHWAY 27  N,200 m East o,Major Arterial,Etobicoke York,43.755641,-79.61288,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Turning Movement,Passenger,55 to 59,Fatal,41,,,,,,,,,,,,,,Yes,,Yes,,,Yes,Yes,Yes,,,,1,West Humber-Clairville,1,West Humber-Clairville (1),D23,611667.304165943,4845666.97900652
630,80782620,,9/20/2017 4:00:00 AM,1953,BROADVIEW AVE,NEALON AVE,,Minor Arterial,Toronto and East York,43.682852,-79.357181,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,42,West,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,57,Broadview North,57,Broadview North (57),D55,632412.260845277,4837959.21833204
631,80783197,,9/27/2017 4:00:00 AM,2125,WARDEN AVE,CONTINENTAL PL,,Major Arterial,Scarborough,43.763491,-79.301257,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,43,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636736.23575046,4847006.16825521
632,80783198,,9/27/2017 4:00:00 AM,2125,WARDEN AVE,CONTINENTAL PL,,Major Arterial,Scarborough,43.763491,-79.301257,At Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,44,East,,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,Yes,Yes,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,636736.23575046,4847006.16825521
633,80784507,,9/28/2017 4:00:00 AM,1630,BIRCHMOUNT RD,ZENITH DR,,Minor Arterial,Scarborough,43.711009,-79.269771,Intersection Related,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,45,Unknown,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),D41,639392.384865761,4841229.72871241
634,80783203,,9/28/2017 4:00:00 AM,2135,4322 MCCOWAN RD,,30 m South o,Major Arterial,Scarborough,43.829547,-79.274997,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,46,West,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,130,Milliken,130,Milliken (130),D42,638697.076361935,4854386.44000257
635,80782624,,10/3/2017 4:00:00 AM,1623,SENTINEL RD,ASSINIBOINE RD,15 m South o,Minor Arterial,Etobicoke York,43.768195,-79.501659,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,47,East,,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,27,York University Heights,27,York University Heights (27),D31,620595.765728872,4847217.24269739
636,80783698,,10/4/2017 4:00:00 AM,2308,900 YORK MILLS RD,,,Major Arterial,North York,43.755549,-79.34798,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,48,East,,,,,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,,,,Yes,,Yes,,,,,,,,,Yes,,42,Banbury-Don Mills,42,Banbury-Don Mills (42),D33,632992.93648287,4846048.00125324
